genero,sede,ingreso
hombre,San Luis,82710.78313243575
mujer,San Luis,167876.76384668928
hombre,Córdoba,71742.73739099206
mujer,Mendoza,52345.39303066071
mujer,Santa Fe,12388.637663218706
hombre,Mendoza,75604.33347744831
hombre,Buenos Aires,101511.58417370207
mujer,San Luis,45034.16008339642
mujer,Mendoza,99085.54850713802
hombre,Córdoba,84917.3259968099
mujer,Buenos Aires,113405.79214374891
hombre,Córdoba,47612.05009402567
mujer,Buenos Aires,95206.85286900193
mujer,San Luis,60553.634823928856
hombre,Córdoba,60752.41340881914
hombre,Córdoba,60221.69919901216
mujer,Córdoba,78328.94191857072
hombre,Mendoza,52337.69818990102
hombre,Córdoba,66799.17938405805
mujer,Mendoza,69233.61125084492
hombre,Mendoza,35263.721262957384
mujer,Santa Fe,17192.067716744397
mujer,Buenos Aires,73453.52018210232
hombre,Buenos Aires,314844.5902971521
mujer,Buenos Aires,20726.037173087774
mujer,Mendoza,31586.106081835183
hombre,Mendoza,457048.0545806076
hombre,San Luis,372354.7415589637
hombre,Santa Fe,16760.528887684402
hombre,Buenos Aires,394846.9495997114
hombre,Buenos Aires,93078.69326626493
hombre,Buenos Aires,112393.1845974868
mujer,Buenos Aires,52981.05340002959
mujer,Córdoba,112559.02794310845
hombre,Buenos Aires,251127.19781762062
mujer,San Luis,24547.887537119463
mujer,Buenos Aires,112882.39492311169
otros,Mendoza,23801.37495002358
mujer,Buenos Aires,95946.78623866019
hombre,Buenos Aires,55064.76351740519
mujer,Córdoba,56422.54689791343
mujer,Buenos Aires,101462.77797662889
hombre,Buenos Aires,214016.2599682991
hombre,Buenos Aires,199537.9536273985
hombre,San Luis,105639.94922661378
hombre,Buenos Aires,8121.132319410888
hombre,Buenos Aires,277928.89652700396
hombre,San Luis,56944.571720975204
hombre,Córdoba,329309.57190345164
hombre,San Luis,128388.6340434849
hombre,Buenos Aires,88262.26273431687
mujer,Córdoba,18394.137789613098
hombre,Buenos Aires,165058.1313613261
hombre,San Luis,101043.33088151563
hombre,Córdoba,333466.4713756061
hombre,Córdoba,127094.21699731659
mujer,Buenos Aires,305400.9809481251
otros,Buenos Aires,45468.659166971105
mujer,Buenos Aires,74856.91686024607
hombre,Mendoza,63418.524224666144
mujer,San Luis,29433.235660074646
hombre,Córdoba,268892.1683569633
mujer,Buenos Aires,228366.49801365324
hombre,San Luis,123822.38807645952
mujer,Mendoza,53241.37409944518
otros,Córdoba,64810.51819327791
hombre,San Luis,73075.98776821134
mujer,Buenos Aires,103452.75580655456
mujer,Buenos Aires,220086.77462562444
hombre,Mendoza,48227.333681470016
mujer,Córdoba,152476.16917562173
hombre,San Luis,182014.5008314267
otros,Mendoza,122544.564914289
hombre,Buenos Aires,93304.82927085129
hombre,Córdoba,125093.70918037364
mujer,Mendoza,238637.13179226292
hombre,Buenos Aires,118807.18168780467
mujer,Córdoba,36048.50752965565
hombre,Buenos Aires,127276.10770498753
mujer,Mendoza,36584.759716408735
mujer,Buenos Aires,164723.3257041593
hombre,Córdoba,74980.1528359856
mujer,Córdoba,65455.13112362862
hombre,Mendoza,119976.60485330748
otros,Buenos Aires,55765.24363917216
hombre,Buenos Aires,159130.99974165537
hombre,Buenos Aires,90208.8477960882
mujer,Buenos Aires,99696.46997413572
mujer,Santa Fe,55494.33851855904
mujer,Buenos Aires,193059.34963178422
hombre,Buenos Aires,78105.73342032469
mujer,Mendoza,37227.99444854772
mujer,Santa Fe,20606.24051252456
otros,Buenos Aires,27759.579927677845
mujer,Buenos Aires,173448.7154555444
hombre,Santa Fe,69474.10202037492
mujer,Buenos Aires,137802.5739144781
hombre,San Luis,56258.84973256212
hombre,Santa Fe,64781.85876191967
hombre,Córdoba,199860.72230806577
mujer,Mendoza,79822.19604022035
hombre,Buenos Aires,227604.29097831095
mujer,Córdoba,106770.27383656685
hombre,Buenos Aires,63730.315690139985
hombre,Buenos Aires,35593.932329436124
hombre,Buenos Aires,81999.06276819322
mujer,Córdoba,43407.49899322551
hombre,Córdoba,44191.000972972826
mujer,Buenos Aires,95698.56528971867
mujer,Córdoba,85770.3115581195
mujer,Buenos Aires,117793.37918785521
mujer,Buenos Aires,136754.05300306148
mujer,Córdoba,156786.2736019226
hombre,Santa Fe,23683.410923942956
mujer,Santa Fe,38755.770510988565
hombre,Mendoza,31341.5510798639
mujer,San Luis,12942.535073457007
hombre,Mendoza,53252.26195523914
mujer,Mendoza,100253.92520404511
mujer,Córdoba,66898.97117480834
hombre,Mendoza,96784.67281888804
mujer,Mendoza,50922.1368883241
hombre,Buenos Aires,287559.095010515
otros,Córdoba,99023.0756876052
mujer,Mendoza,82082.05249214476
mujer,Santa Fe,36448.57757681189
mujer,Santa Fe,264072.38220074243
hombre,Buenos Aires,157224.2483019488
hombre,San Luis,98971.22631184236
otros,Córdoba,10303.183869369519
mujer,San Luis,78128.188117209
hombre,Santa Fe,129463.96815121385
hombre,Buenos Aires,46368.12261439686
mujer,Buenos Aires,30292.9322510604
hombre,Santa Fe,24979.77964202437
hombre,Mendoza,64665.50842008069
hombre,Mendoza,41901.346314353425
otros,Buenos Aires,40895.56243602863
mujer,Córdoba,41814.174945720915
hombre,Córdoba,176862.70281412057
mujer,Córdoba,158382.10709700506
mujer,Buenos Aires,141660.8230827373
hombre,Córdoba,173027.4635210225
mujer,Mendoza,105019.55495672877
mujer,Santa Fe,92856.8351497617
hombre,Buenos Aires,83761.38479486378
mujer,Mendoza,41143.7242855843
hombre,Buenos Aires,81128.06754779271
mujer,Buenos Aires,80440.86622356824
hombre,San Luis,47344.82541485633
mujer,San Luis,37582.52935257421
mujer,Buenos Aires,535133.3084787431
mujer,San Luis,183240.6419365241
hombre,Buenos Aires,63974.29487830193
mujer,Buenos Aires,182979.99297072203
hombre,San Luis,36841.654880948845
mujer,Buenos Aires,221087.31656302253
hombre,Córdoba,158927.27941681136
hombre,Buenos Aires,129116.29617111274
mujer,Buenos Aires,67982.07518871283
mujer,Buenos Aires,107720.33832376054
hombre,Buenos Aires,102876.20796809655
hombre,Santa Fe,35264.0097357744
mujer,Mendoza,49105.095270728925
mujer,Mendoza,274342.00497132563
mujer,Mendoza,18750.055479808812
mujer,Santa Fe,79297.93166676289
hombre,San Luis,205922.47745014823
hombre,Mendoza,185531.94481149828
hombre,San Luis,100357.88149486696
hombre,Buenos Aires,96730.17287588639
mujer,Mendoza,66518.56408644782
hombre,Córdoba,150933.66735492577
mujer,Mendoza,47824.34363589666
mujer,Mendoza,56784.89088616194
hombre,Santa Fe,20266.219076457925
mujer,Buenos Aires,65745.31767680394
hombre,San Luis,40920.849238970324
hombre,Córdoba,125094.94112168843
hombre,Córdoba,38387.36387394597
mujer,Mendoza,59859.06494795735
hombre,Santa Fe,34392.86679505968
hombre,San Luis,54340.80067901632
mujer,Córdoba,21573.806106372143
hombre,Santa Fe,44291.63020620434
mujer,Córdoba,70072.08246254188
hombre,Buenos Aires,59531.959689176416
mujer,Buenos Aires,52922.369859703846
hombre,San Luis,84476.09869905181
hombre,Buenos Aires,235542.81501691273
mujer,Mendoza,62356.12390030026
mujer,San Luis,76153.33705458879
mujer,Mendoza,45391.387509398206
mujer,Buenos Aires,101229.45607489273
hombre,Buenos Aires,109810.41024329157
mujer,Santa Fe,20066.413389179477
hombre,Córdoba,128099.41755088652
mujer,Santa Fe,23068.97367018356
mujer,Mendoza,130014.607836777
hombre,Córdoba,99888.04393615929
mujer,Santa Fe,31270.003919415925
mujer,Mendoza,30270.239070420357
hombre,Santa Fe,21690.30862798096
mujer,Buenos Aires,88137.3241958671
hombre,Santa Fe,11278.268280497443
hombre,Buenos Aires,776594.7453647875
mujer,Buenos Aires,282152.30592366436
hombre,San Luis,48148.64890975779
hombre,San Luis,60509.81327917748
mujer,Buenos Aires,63012.451260674265
mujer,Mendoza,44789.7726455967
mujer,Córdoba,107751.65237807446
hombre,Buenos Aires,358034.21624613146
hombre,Buenos Aires,138068.51728167577
otros,Buenos Aires,39270.26103828364
mujer,Córdoba,134055.18225100279
mujer,Córdoba,49034.58480033193
hombre,Santa Fe,32995.11501784776
hombre,San Luis,162052.44194963586
hombre,Buenos Aires,122818.95417021321
mujer,Córdoba,59956.854831103214
hombre,San Luis,225335.93299859422
mujer,Córdoba,110614.40632771693
mujer,San Luis,35936.945450004656
mujer,Córdoba,132251.4506188239
mujer,San Luis,48035.734754340934
hombre,San Luis,179051.57716072086
mujer,Buenos Aires,52758.23661292949
hombre,Mendoza,66907.42530489714
hombre,Buenos Aires,75092.91711770486
otros,Buenos Aires,49119.49635963404
hombre,Buenos Aires,141448.42705274394
hombre,Buenos Aires,96127.8342352193
hombre,Buenos Aires,80928.96259664804
mujer,Mendoza,78178.20873284007
mujer,Santa Fe,126463.67222073789
mujer,Córdoba,81208.33062217767
hombre,San Luis,21939.18749002647
hombre,San Luis,162997.4132283438
hombre,Mendoza,79120.67575161408
hombre,Mendoza,410070.50059986126
mujer,Córdoba,12696.351111706434
hombre,Mendoza,174961.65706709502
hombre,Buenos Aires,435378.99003556784
hombre,Córdoba,50942.827058129464
mujer,Buenos Aires,12401.910182014843
hombre,Buenos Aires,259073.7998209007
hombre,San Luis,261997.1164014368
hombre,Santa Fe,50541.34027142185
mujer,San Luis,43590.7713923212
hombre,Córdoba,76189.21846366755
hombre,Córdoba,51024.54339914456
mujer,Córdoba,59927.16727586714
mujer,Buenos Aires,114396.87257272877
mujer,San Luis,84953.04751392551
hombre,Buenos Aires,195222.44057601725
hombre,Buenos Aires,309259.3997025697
mujer,Buenos Aires,144645.37480925984
mujer,Mendoza,22596.299840087344
hombre,Buenos Aires,372436.51379495737
hombre,Córdoba,169410.30442770428
hombre,Buenos Aires,134966.53667275852
mujer,Buenos Aires,78976.4679143078
mujer,Córdoba,64885.24679929227
mujer,Mendoza,164994.97232110446
mujer,Buenos Aires,30527.09194027535
mujer,Buenos Aires,135671.813267537
hombre,San Luis,16452.926724450946
mujer,Buenos Aires,111822.2984962907
hombre,Santa Fe,121668.89881639718
hombre,Santa Fe,15129.030378854963
mujer,Córdoba,61259.46639762381
hombre,Santa Fe,80503.56484967537
mujer,Córdoba,90095.4441135891
hombre,San Luis,57665.80452638181
mujer,Buenos Aires,113557.61304671077
mujer,Buenos Aires,352864.2867922948
hombre,Córdoba,66597.31684082239
hombre,Buenos Aires,116636.78292321043
mujer,Córdoba,103610.43530420127
hombre,Buenos Aires,95065.28181981118
hombre,Mendoza,213259.65319331083
otros,Buenos Aires,15404.624626191295
hombre,Buenos Aires,80698.75661310935
mujer,Córdoba,119468.40898427952
hombre,Santa Fe,214672.43874947637
hombre,Buenos Aires,212363.6657225983
mujer,Córdoba,128576.47364697739
hombre,Córdoba,283071.85161558195
hombre,Mendoza,22912.26173260799
mujer,San Luis,88816.79133236218
mujer,Buenos Aires,26389.408093128506
mujer,Córdoba,78332.39339026203
mujer,Buenos Aires,103003.04636817823
mujer,Buenos Aires,50946.27832567267
mujer,Mendoza,11044.459568032624
hombre,Buenos Aires,397893.86816423706
hombre,Buenos Aires,65338.55526414587
hombre,San Luis,42778.14882865961
hombre,Buenos Aires,95792.20659457374
hombre,Buenos Aires,135217.7850334033
hombre,Buenos Aires,71572.4680806267
mujer,Buenos Aires,53034.17751815166
mujer,Buenos Aires,38354.9389905502
mujer,Buenos Aires,65616.6631173554
mujer,Mendoza,28740.804334660377
mujer,Mendoza,17839.97668483576
hombre,Mendoza,205845.96587644244
mujer,Córdoba,133088.78501493667
mujer,Buenos Aires,128693.6238095926
hombre,Buenos Aires,61427.45776574922
hombre,Córdoba,198040.59759964648
hombre,Buenos Aires,91567.33288183546
hombre,San Luis,31924.4566120866
mujer,San Luis,48914.82953284553
hombre,Mendoza,286153.8139602887
hombre,Santa Fe,21411.567454902874
hombre,Buenos Aires,244945.2522632133
mujer,Mendoza,103034.42852128373
hombre,Buenos Aires,29574.273341736905
hombre,San Luis,110672.30683730253
mujer,Buenos Aires,126844.97176367881
mujer,Mendoza,42738.32555913956
hombre,Mendoza,133647.65395280428
mujer,Buenos Aires,77786.95099998963
mujer,Buenos Aires,55025.014715784506
mujer,Córdoba,121242.3079000662
mujer,San Luis,20939.39311130955
mujer,Córdoba,58551.517923915184
hombre,San Luis,33677.40361786981
mujer,Buenos Aires,108579.56900880742
mujer,Santa Fe,57069.81143943818
hombre,Buenos Aires,99815.3459261846
hombre,Mendoza,76708.42567411734
otros,Córdoba,61245.117321374244
hombre,Buenos Aires,65064.91206542218
mujer,Buenos Aires,28522.01377551339
mujer,Buenos Aires,58649.18472530057
mujer,Córdoba,88643.81941177146
mujer,Buenos Aires,113166.52693657353
mujer,San Luis,25608.17949720333
hombre,Mendoza,56229.572877615705
hombre,Córdoba,83158.56718283442
hombre,Córdoba,60456.783082522394
mujer,Buenos Aires,121743.36932267965
hombre,San Luis,35544.894724938604
mujer,Buenos Aires,106915.54716948434
hombre,Córdoba,127134.43416665368
hombre,Santa Fe,97639.54798383031
hombre,Buenos Aires,278836.2875531389
mujer,Mendoza,61072.56386148684
mujer,San Luis,27587.329428283236
hombre,Mendoza,38943.280212854275
hombre,Mendoza,51283.04337363475
hombre,San Luis,54520.598875614196
mujer,Buenos Aires,221080.6565355635
mujer,Córdoba,65437.850601343824
mujer,Mendoza,83218.4187539645
mujer,Santa Fe,101468.36270997777
hombre,Santa Fe,135222.38610915732
mujer,San Luis,66197.14433655098
mujer,Buenos Aires,105792.87939998787
mujer,San Luis,16111.603299106602
mujer,Buenos Aires,99474.69106121823
mujer,San Luis,38538.16776622177
otros,Buenos Aires,49798.4850439801
mujer,Córdoba,245652.69353094653
mujer,Santa Fe,22870.914339585517
mujer,Mendoza,65114.155890758026
mujer,Mendoza,48027.807477427705
mujer,Santa Fe,40952.20401857449
hombre,Buenos Aires,13706.227367939542
mujer,Buenos Aires,146087.48463314289
hombre,Córdoba,249300.91655086077
hombre,San Luis,68070.61467466148
hombre,Buenos Aires,216579.64193664773
hombre,Buenos Aires,112523.96220650354
hombre,Córdoba,135422.77687032556
mujer,Mendoza,53566.579623534264
hombre,San Luis,24194.117611428563
hombre,Córdoba,59012.536496206885
mujer,Buenos Aires,177173.74689088768
hombre,Buenos Aires,95762.5378449886
hombre,Córdoba,61569.8266206003
mujer,Buenos Aires,65701.43868142413
mujer,Buenos Aires,222008.41418336207
hombre,Mendoza,57096.79489101393
hombre,Buenos Aires,197580.9062853694
mujer,Córdoba,117444.5412479332
mujer,Buenos Aires,132216.91021022073
mujer,Santa Fe,24383.12119446282
mujer,Buenos Aires,74971.42512353865
mujer,Santa Fe,94552.31184232497
hombre,San Luis,43304.697182394106
mujer,Mendoza,18372.439215904862
hombre,San Luis,227677.62086013783
hombre,Santa Fe,43491.532278799554
hombre,Buenos Aires,137447.03926733544
hombre,Buenos Aires,84045.57620915072
hombre,Buenos Aires,159097.32646061873
mujer,Mendoza,101692.13690270565
mujer,Córdoba,28709.108593857512
hombre,Mendoza,54647.16619335077
mujer,Mendoza,264226.16568606533
mujer,Buenos Aires,79641.74578752025
hombre,Buenos Aires,71532.50447118573
mujer,Buenos Aires,125094.01807146159
mujer,Córdoba,88743.32912130993
hombre,Mendoza,60723.57234787569
hombre,Córdoba,342396.63849603734
mujer,Santa Fe,46386.99074786842
mujer,Mendoza,54696.67022420522
hombre,San Luis,67192.84180705936
mujer,Mendoza,26313.904370948734
mujer,Mendoza,50138.135442649014
mujer,Buenos Aires,63325.3476087585
hombre,Mendoza,51704.46484972252
hombre,Buenos Aires,51091.95747685522
hombre,Buenos Aires,261004.2430602112
hombre,Mendoza,52792.23915692092
mujer,Mendoza,43640.494254707955
mujer,Buenos Aires,24549.678511941107
mujer,San Luis,35347.80438445856
mujer,Buenos Aires,480593.19720034645
mujer,Buenos Aires,190154.83079675518
mujer,Mendoza,29336.001569803175
hombre,Santa Fe,28629.779907517903
mujer,Santa Fe,12843.816268797622
hombre,Santa Fe,34214.409711641485
hombre,Buenos Aires,103347.45769546255
hombre,Mendoza,23874.486424743387
mujer,Buenos Aires,77849.0123083337
hombre,Buenos Aires,141137.00915536433
mujer,Buenos Aires,120373.75600382149
otros,Buenos Aires,88534.50512566525
hombre,San Luis,78550.52485725784
mujer,Buenos Aires,211886.02761444365
hombre,San Luis,77836.73720475205
mujer,Buenos Aires,117175.34197686687
hombre,Buenos Aires,141108.1644431131
mujer,Buenos Aires,151635.35655320043
mujer,Buenos Aires,63098.7594813478
hombre,San Luis,109353.50262995558
mujer,Buenos Aires,95168.43121606427
hombre,Buenos Aires,247137.96043253766
mujer,Santa Fe,15364.072101454249
mujer,San Luis,37630.26627340475
mujer,San Luis,110573.26777063055
hombre,Buenos Aires,467566.80900064553
hombre,San Luis,140137.9172402271
mujer,Córdoba,78195.89373574227
hombre,Buenos Aires,44837.73386302004
hombre,Buenos Aires,195479.54286020857
hombre,Córdoba,137762.31204281293
mujer,Mendoza,61087.520666611985
hombre,Córdoba,293832.46957851434
mujer,Mendoza,192653.034369765
hombre,Mendoza,34158.568861821695
mujer,San Luis,42544.586761872044
mujer,Buenos Aires,182013.01984936325
mujer,Mendoza,40337.07240875213
mujer,Buenos Aires,55130.03475402759
mujer,San Luis,57514.82947695764
mujer,San Luis,34459.13304564025
mujer,Mendoza,24459.634117896243
mujer,Santa Fe,52497.868773529284
hombre,Mendoza,57577.08507759593
hombre,Santa Fe,51819.40809102091
mujer,Mendoza,104303.99637142022
hombre,Santa Fe,33870.6481080759
hombre,Buenos Aires,127916.40281315782
hombre,Buenos Aires,201315.21657873038
mujer,Buenos Aires,214940.04727168518
hombre,Buenos Aires,54976.19180706028
mujer,Buenos Aires,55740.249016681446
hombre,Córdoba,146711.68208576494
hombre,Córdoba,42339.21338182039
hombre,Córdoba,130490.91193529469
hombre,Mendoza,110498.68776135
mujer,Córdoba,70731.13444531351
otros,Córdoba,121844.74522736947
hombre,Buenos Aires,79471.98395644211
mujer,Santa Fe,105058.23586406055
hombre,Córdoba,79998.87053547738
mujer,Buenos Aires,114755.71811967726
mujer,Buenos Aires,73573.1063894593
mujer,Buenos Aires,147249.21206451693
hombre,Santa Fe,51442.36327661584
mujer,Buenos Aires,55936.96439411378
mujer,Buenos Aires,137256.0227162649
hombre,Mendoza,54024.12371229216
mujer,Córdoba,103621.6525554789
hombre,Buenos Aires,276508.9297470986
otros,Córdoba,62534.55886269343
mujer,Santa Fe,67515.42941750582
mujer,Buenos Aires,112976.00275940778
hombre,Santa Fe,77405.23141474312
mujer,San Luis,37742.1725422818
mujer,Mendoza,195195.9993913394
hombre,Buenos Aires,126500.97247697876
hombre,Córdoba,43148.633882779155
hombre,Córdoba,86992.45352063369
hombre,Córdoba,82397.63094865218
mujer,Mendoza,61382.09429437639
hombre,Mendoza,112399.53500486955
mujer,Buenos Aires,153758.6400741294
otros,Mendoza,14704.077826921242
hombre,Córdoba,80175.48151979558
mujer,San Luis,105683.1797052899
hombre,Buenos Aires,129715.73709851028
otros,Córdoba,272073.5265706546
hombre,Santa Fe,83128.17571171073
mujer,Mendoza,137407.8891053934
mujer,Córdoba,40977.93499203096
hombre,Mendoza,24458.08422808255
hombre,Buenos Aires,265766.8808126679
mujer,Buenos Aires,23035.965143747333
otros,Buenos Aires,98591.47259210312
mujer,Buenos Aires,144590.84392553792
hombre,Buenos Aires,316123.6941793965
mujer,Buenos Aires,103014.44682540142
mujer,Buenos Aires,143086.02209413183
mujer,Buenos Aires,38679.288642929605
mujer,San Luis,50234.04598134402
hombre,San Luis,70742.57529534177
hombre,Buenos Aires,243543.57757213752
hombre,Buenos Aires,129604.10763072618
mujer,Buenos Aires,130061.4976640674
mujer,Buenos Aires,44772.76128654262
otros,Santa Fe,2848.6705842731135
mujer,Santa Fe,19316.591835969164
mujer,Santa Fe,8931.870799068516
hombre,San Luis,265391.66145521996
hombre,Buenos Aires,205151.01901073518
hombre,San Luis,51811.10924384283
mujer,Córdoba,50319.67952082619
hombre,Córdoba,106096.71114476306
hombre,Buenos Aires,157840.38151842554
hombre,Buenos Aires,107065.83936634632
mujer,Buenos Aires,22264.115666663594
mujer,San Luis,30635.953246398854
mujer,Córdoba,229914.7397870237
hombre,Buenos Aires,146587.53432983992
hombre,Córdoba,22035.20353340107
otros,Córdoba,48613.8839692983
mujer,Córdoba,77062.66443353189
mujer,Buenos Aires,94180.07480567622
mujer,Mendoza,35864.19215341913
mujer,Buenos Aires,127740.69378436106
mujer,Mendoza,51446.56380997656
hombre,Buenos Aires,243282.30504622904
mujer,Buenos Aires,328820.4191656516
hombre,Mendoza,108791.03490265945
mujer,San Luis,35803.76975661664
hombre,Buenos Aires,76965.86996223796
mujer,Buenos Aires,128768.42022962526
hombre,Mendoza,265387.16324012884
hombre,Córdoba,192885.6674295957
hombre,Córdoba,211188.699215851
hombre,Santa Fe,45884.39251711891
mujer,Mendoza,173055.0653643168
hombre,Buenos Aires,390682.4133201087
hombre,Buenos Aires,44436.607749565046
hombre,Buenos Aires,131193.6541080939
mujer,Buenos Aires,62552.65830225175
mujer,Buenos Aires,111703.228889673
otros,Mendoza,87678.48128387914
hombre,Buenos Aires,57382.05598418806
mujer,Mendoza,44340.41790189318
mujer,Santa Fe,80880.67418923878
hombre,San Luis,58824.39073433337
hombre,Mendoza,109398.19813395235
hombre,Mendoza,98518.8352384831
mujer,Buenos Aires,72398.41303101217
hombre,Santa Fe,80723.93563346915
mujer,San Luis,103558.25249852086
hombre,Mendoza,77376.64690464648
mujer,Santa Fe,13270.742961366208
mujer,Buenos Aires,162780.49448937573
hombre,Buenos Aires,117222.10497905481
mujer,San Luis,34441.63491150494
mujer,Buenos Aires,42138.26722363359
mujer,Buenos Aires,68986.82470038526
hombre,Mendoza,96659.09139533811
hombre,Mendoza,132277.8472315367
hombre,Córdoba,39782.46182810794
mujer,San Luis,46567.85782031013
mujer,San Luis,75749.05724652247
hombre,Santa Fe,198267.24541563605
mujer,Córdoba,49431.99708354828
mujer,Santa Fe,27812.72198280044
mujer,Buenos Aires,26320.9670877343
mujer,Mendoza,16068.362223713732
mujer,Mendoza,42202.8345688427
mujer,Buenos Aires,63094.71691448416
otros,Mendoza,96043.0486749516
hombre,Buenos Aires,71354.19089837118
mujer,San Luis,43347.95821834707
mujer,Córdoba,58475.87050224418
mujer,Córdoba,70733.85002804082
hombre,Buenos Aires,85711.02005185814
mujer,Buenos Aires,93719.43212550419
mujer,Buenos Aires,364235.6277008549
hombre,Buenos Aires,617763.3208427795
mujer,Mendoza,58570.464684270686
mujer,Córdoba,48008.698561938734
hombre,Mendoza,36330.65917139015
mujer,Buenos Aires,157514.98641737606
mujer,Córdoba,160203.52712975492
hombre,Mendoza,17344.190062012203
mujer,Buenos Aires,65177.75679220326
mujer,Santa Fe,46545.434190707514
mujer,Córdoba,68014.61124329391
hombre,San Luis,82000.1134178375
mujer,Santa Fe,73478.91251131702
otros,Buenos Aires,75770.53246246667
mujer,Córdoba,127393.6242384212
mujer,Buenos Aires,118717.47728760795
hombre,San Luis,122554.05143205437
mujer,Buenos Aires,101664.65471435498
mujer,Santa Fe,52710.88948801802
mujer,Mendoza,107321.24211067546
hombre,Buenos Aires,82081.6396843585
mujer,Buenos Aires,40059.821323530145
hombre,Córdoba,97341.88277443648
mujer,Buenos Aires,59944.45991695743
hombre,Mendoza,75278.62937539471
mujer,Córdoba,122226.76514031678
mujer,San Luis,68938.7158899233
hombre,Mendoza,166588.9468564989
mujer,Buenos Aires,181913.48309655173
mujer,San Luis,69419.75765546411
mujer,San Luis,67487.93017160687
hombre,Santa Fe,51074.03745757749
hombre,Buenos Aires,55827.67128176938
mujer,Buenos Aires,156702.65798429155
mujer,Buenos Aires,225189.9913545262
hombre,Córdoba,27752.21413674204
mujer,Buenos Aires,58150.00851181297
mujer,Buenos Aires,64038.05775643233
hombre,Mendoza,80029.6581999803
hombre,Córdoba,84144.4623889276
hombre,Córdoba,98667.53649242946
hombre,Córdoba,25809.06842139348
mujer,Mendoza,55132.034031761796
hombre,Santa Fe,13613.280616682108
otros,Buenos Aires,25353.545377854178
hombre,Mendoza,263731.7056709573
hombre,Buenos Aires,64144.04930326412
hombre,Mendoza,52605.56616460129
hombre,Buenos Aires,83486.0130665838
hombre,Mendoza,232659.92825756263
mujer,Mendoza,41597.706396379515
mujer,Buenos Aires,45749.30373650211
hombre,Córdoba,71664.20993506962
hombre,Córdoba,176347.29100499407
otros,Córdoba,95633.31960538561
mujer,Córdoba,54641.96247972309
hombre,San Luis,65322.352190443504
mujer,Buenos Aires,182374.34161704752
mujer,Córdoba,56714.47348763567
hombre,Mendoza,200456.11504635224
mujer,Buenos Aires,360515.26605861355
hombre,San Luis,79209.10159726175
hombre,Mendoza,159063.33031196773
hombre,Córdoba,113182.24612699097
hombre,Santa Fe,13189.73899862789
mujer,Buenos Aires,133653.60254748698
hombre,San Luis,51524.616735382755
hombre,Buenos Aires,156283.6331195649
hombre,Buenos Aires,68912.66057194035
otros,Mendoza,12510.287144009202
hombre,Santa Fe,46258.116814683955
mujer,Córdoba,60665.48340640989
mujer,San Luis,159394.86867591072
hombre,Córdoba,51560.84137275863
mujer,Santa Fe,17813.988691914095
hombre,Córdoba,120080.51304612834
mujer,Mendoza,26242.488560100785
mujer,Mendoza,20224.74244685641
hombre,San Luis,35311.91783422403
mujer,Mendoza,10953.903332491273
hombre,Buenos Aires,129766.36903183976
hombre,San Luis,39495.9760848394
hombre,Buenos Aires,189078.2089550102
mujer,Buenos Aires,143470.36299270162
mujer,San Luis,86053.03109236459
mujer,Buenos Aires,32083.488942032815
mujer,Buenos Aires,65705.41889237381
mujer,Buenos Aires,150611.14704961088
mujer,San Luis,14127.27151415454
mujer,Mendoza,46373.96453061435
mujer,Buenos Aires,83872.77432096026
mujer,Mendoza,16347.207073980378
mujer,Buenos Aires,248562.77217063407
hombre,Mendoza,80315.45628278241
mujer,San Luis,232238.09638902737
hombre,Mendoza,78927.48735036366
mujer,Córdoba,151676.35149685878
hombre,San Luis,38227.04587219615
hombre,Córdoba,58523.61752099315
mujer,Córdoba,72281.7013824945
hombre,Buenos Aires,93376.56341924719
mujer,Mendoza,74474.6271444505
mujer,Córdoba,149735.33481487294
mujer,Mendoza,41640.528549333096
mujer,San Luis,43561.52750743696
mujer,Buenos Aires,49786.09670551252
mujer,Buenos Aires,35591.42792099392
hombre,Buenos Aires,77731.00781095336
mujer,Buenos Aires,72478.97280714785
mujer,Buenos Aires,58082.718230573846
hombre,San Luis,56958.69014063246
mujer,Buenos Aires,105936.86796000275
hombre,San Luis,176807.6479369676
mujer,Mendoza,75560.9744122266
hombre,Buenos Aires,267883.31595913676
hombre,Córdoba,112643.6830885766
mujer,Santa Fe,37918.091961677965
hombre,San Luis,127493.68271474165
hombre,San Luis,57078.60438497886
hombre,Mendoza,38642.49010901667
hombre,Buenos Aires,181454.17164007472
hombre,Buenos Aires,201713.6100775055
mujer,Buenos Aires,61717.50750203614
mujer,Buenos Aires,438152.93950784765
hombre,Santa Fe,146171.51838118603
mujer,Buenos Aires,26293.733761179326
mujer,San Luis,16519.306170447348
mujer,San Luis,58745.09305244373
mujer,Buenos Aires,124620.7788934024
otros,Buenos Aires,40836.95627639221
mujer,Santa Fe,31508.38703506315
hombre,Buenos Aires,48474.72554608857
mujer,Buenos Aires,49186.142730576314
hombre,Buenos Aires,297654.7044568722
mujer,Mendoza,79928.9464174412
hombre,Buenos Aires,47691.90057506
hombre,Buenos Aires,97806.28581588906
hombre,San Luis,57643.761348752436
hombre,Mendoza,140492.01483951468
mujer,Buenos Aires,89186.1888975727
otros,Buenos Aires,117451.4864176808
mujer,Mendoza,95082.11506852832
hombre,Buenos Aires,88701.79920868257
hombre,Buenos Aires,54705.484018856594
mujer,Buenos Aires,164551.3578974665
hombre,Buenos Aires,227077.33121456846
